Id,Nombres,Apellidos,Edad,Nota 1,% Nota 1,Nota 2,% Nota 2,Nota 3,% Nota 3,Nota 4,% Nota 4,Nota 5,% Nota 5
49228082319,Juan,González Fernández,22,"4,8",10%,"3,7",20%,"0,3",30%,"2,1",20%,"4,1",20%
97021310440,Ana Juan,Martínez Sánchez,18,"1,7",10%,"1,1",20%,"1,5",30%,"2,4",20%,"4,1",20%
02295166602,Sofía,Martínez González,27,"1,9",10%,"4,6",20%,"0,7",30%,"0,4",20%,"0,6",20%
46446900373,Lucía Carlos,Pérez González,21,"2,1",10%,"3,8",20%,1,30%,"2,6",20%,"4,5",20%
90780591578,Pedro,López Sánchez,20,"4,2",10%,4,20%,"0,9",30%,"2,7",20%,"3,8",20%
13196672698,Luis,Gómez Pérez,28,"1,6",10%,"2,8",20%,"0,6",30%,"1,2",20%,"3,1",20%
55499499310,Carlos Luis,López Fernández,27,"1,6",10%,2,20%,"2,3",30%,"2,4",20%,"1,1",20%
52220510585,Sofía,Fernández Fernández,26,"1,8",10%,"2,8",20%,"2,8",30%,"0,4",20%,"0,2",20%
13351448379,Lucía Pedro,García López,20,"4,1",10%,4,20%,"3,8",30%,"2,2",20%,"3,7",20%
24605566404,Pedro Juan,Fernández Martínez,24,"3,2",10%,"0,4",20%,"0,6",30%,"4,6",20%,"2,8",20%
81136512351,Luis Sofía,Pérez Martínez,21,"3,8",10%,"0,8",20%,"2,4",30%,"1,2",20%,"0,8",20%
65019291025,Sofía Valentina,López González,23,"3,1",10%,"2,1",20%,"3,4",30%,"4,5",20%,"0,5",20%
10459569049,Carlos,Sánchez Rodríguez,23,"2,4",10%,"2,9",20%,"4,2",30%,"1,6",20%,"4,5",20%
65532096992,Valentina Lucía,Martínez López,25,"1,3",10%,"0,1",20%,"2,9",30%,"2,1",20%,"4,2",20%
66241288071,Luis,Fernández González,28,"4,1",10%,"1,1",20%,"1,2",30%,"1,1",20%,"4,2",20%
58681425247,María Ana,González López,28,"4,5",10%,"4,8",20%,"2,9",30%,"2,4",20%,2,20%
02450485338,Lucía Lucía,Rodríguez López,26,"4,2",10%,"1,5",20%,"2,8",30%,"4,8",20%,"1,5",20%
27265686800,Diego,Gómez Fernández,19,2,10%,"1,9",20%,"4,8",30%,"3,2",20%,"4,4",20%
85944476076,Pedro Diego,Pérez Martínez,26,"3,5",10%,"4,7",20%,"1,5",30%,"3,8",20%,"4,6",20%
45049471283,Juan Lucía,Gómez Rodríguez,25,"1,6",10%,"3,4",20%,"0,2",30%,"2,9",20%,"0,1",20%
72392178032,María,Fernández Hernández,26,"0,5",10%,1,20%,"4,2",30%,"1,5",20%,3,20%
29889503660,María,Sánchez González,25,"3,8",10%,5,20%,"4,9",30%,"3,9",20%,"1,6",20%
90965250360,Carlos Carlos,López García,22,"1,4",10%,"0,4",20%,"0,9",30%,"4,8",20%,1,20%
16026545057,Diego Luis,González Pérez,23,2,10%,"2,6",20%,"0,3",30%,2,20%,"0,6",20%
17350772503,Luis Sofía,Hernández Fernández,25,"1,8",10%,"1,4",20%,"1,4",30%,"4,8",20%,"4,2",20%
85713436958,Valentina,Sánchez Fernández,21,3,10%,"1,5",20%,"1,2",30%,"3,1",20%,"0,7",20%
15762957272,Valentina,Martínez Pérez,23,"1,9",10%,"3,4",20%,"3,4",30%,"3,7",20%,1,20%
04803249238,Luis,López Hernández,20,"4,5",10%,"3,8",20%,"2,1",30%,"0,6",20%,2,20%
06170489170,Diego,Pérez Rodríguez,28,"1,2",10%,"1,1",20%,"3,6",30%,3,20%,"0,8",20%
05233819520,Ana Sofía,García López,25,"2,2",10%,"4,4",20%,"2,1",30%,"4,9",20%,"1,6",20%
68515479402,Ana Luis,Gómez Gómez,23,"0,1",10%,"2,8",20%,"2,9",30%,"3,3",20%,"0,4",20%
90888986698,María Sofía,Hernández Martínez,20,"1,5",10%,"1,3",20%,"2,6",30%,"2,4",20%,"0,5",20%
43578494506,Carlos Valentina,García González,26,"3,7",10%,"4,6",20%,"1,2",30%,"3,6",20%,"2,4",20%
11088771529,Sofía María,Sánchez González,26,"4,7",10%,"3,6",20%,"1,1",30%,5,20%,"3,2",20%
33280075369,Pedro Ana,Gómez Sánchez,23,"2,5",10%,"2,7",20%,"0,3",30%,"3,1",20%,"0,7",20%
21617939596,Lucía,Sánchez Gómez,27,"4,5",10%,"3,1",20%,3,30%,0,20%,"3,3",20%
38923305967,Sofía Lucía,García Rodríguez,19,"3,7",10%,"1,8",20%,"4,3",30%,"0,4",20%,"1,6",20%
31815532503,Juan,Rodríguez Gómez,28,"0,2",10%,"2,3",20%,1,30%,"4,3",20%,"2,3",20%
74541181737,Pedro,Fernández García,23,"2,2",10%,"0,8",20%,"1,7",30%,"2,1",20%,"1,1",20%
72874281227,María Luis,González Fernández,22,"2,2",10%,"0,4",20%,"0,5",30%,"1,1",20%,"4,2",20%
78721981648,Pedro,Rodríguez Sánchez,21,"4,3",10%,5,20%,"2,2",30%,"4,3",20%,"4,1",20%
09166302371,María,Martínez Pérez,25,0,10%,"0,5",20%,"2,5",30%,"0,1",20%,"2,5",20%
70278909676,Juan,Sánchez Gómez,18,"3,8",10%,"2,2",20%,"0,6",30%,"3,5",20%,"3,1",20%
90334237207,Ana Juan,Pérez Rodríguez,25,"0,7",10%,"2,3",20%,"0,8",30%,"4,6",20%,"2,6",20%
64579087032,Carlos,Gómez Hernández,28,"0,1",10%,"2,1",20%,"3,9",30%,"3,8",20%,"3,9",20%
24183012032,Luis María,Sánchez Rodríguez,25,"0,2",10%,"2,9",20%,"4,6",30%,"1,5",20%,"2,7",20%
09392463153,Ana,Rodríguez Martínez,20,"0,9",10%,"0,7",20%,"1,2",30%,"3,3",20%,"1,1",20%
92789678522,Carlos Pedro,López Pérez,25,"0,8",10%,3,20%,"1,4",30%,"0,8",20%,"4,3",20%
54884096558,Diego María,López Martínez,18,"1,9",10%,"0,7",20%,"4,8",30%,2,20%,"0,8",20%
76897835453,Valentina Sofía,López García,24,"0,3",10%,"1,7",20%,"0,9",30%,"0,7",20%,"0,4",20%
82947044295,Ana Diego,Martínez Pérez,22,"4,4",10%,"4,7",20%,"2,4",30%,"2,2",20%,"0,6",20%
76919166748,Juan,González Fernández,20,"2,7",10%,"4,8",20%,"3,8",30%,"0,3",20%,"4,9",20%
50609733000,Luis,García Pérez,19,"4,2",10%,"2,9",20%,2,30%,"0,2",20%,"1,1",20%
20176568812,Ana,Hernández Fernández,23,"3,2",10%,"0,7",20%,"1,6",30%,"3,8",20%,4,20%
29260555394,Diego Ana,Pérez Pérez,19,"4,5",10%,"2,1",20%,"3,6",30%,"2,7",20%,"2,8",20%
92115106273,Luis,Hernández Sánchez,25,"3,9",10%,0,20%,"3,5",30%,"4,3",20%,"3,2",20%
18903912713,Diego,Hernández López,25,"1,9",10%,"2,1",20%,"0,9",30%,1,20%,"1,9",20%
20148330063,Sofía,Pérez Martínez,26,"3,2",10%,"4,7",20%,"2,6",30%,"1,9",20%,"0,8",20%
47304679736,Sofía,Fernández Sánchez,26,3,10%,"4,7",20%,"2,9",30%,1,20%,"4,6",20%
19642031014,Valentina,Sánchez García,26,"2,9",10%,"0,9",20%,"2,5",30%,"3,9",20%,"4,5",20%
72486682551,Juan,Fernández Gómez,20,"2,7",10%,"0,7",20%,3,30%,"4,6",20%,"2,1",20%
33260236957,Sofía,Hernández Sánchez,27,2,10%,"4,6",20%,"3,5",30%,"2,2",20%,"4,7",20%
87401499886,Diego Diego,Hernández González,25,"1,3",10%,"0,3",20%,"2,4",30%,2,20%,"1,2",20%
85758296217,Sofía Carlos,Fernández Sánchez,25,4,10%,"3,6",20%,"0,3",30%,"3,1",20%,"1,1",20%
32527552146,Lucía Valentina,Fernández Martínez,20,"2,7",10%,"2,6",20%,"1,6",30%,0,20%,"0,9",20%
66235949847,Carlos,Rodríguez Hernández,21,"0,7",10%,"0,7",20%,"4,5",30%,"0,4",20%,"2,4",20%
26712402435,Carlos Lucía,Pérez Fernández,26,4,10%,"4,5",20%,"0,3",30%,"1,9",20%,"3,9",20%
47851818952,Valentina Juan,Fernández Sánchez,21,"0,4",10%,4,20%,5,30%,"1,7",20%,3,20%
19552352128,Luis,Rodríguez Hernández,19,"2,8",10%,"4,1",20%,"3,8",30%,"0,6",20%,"2,8",20%
76982534379,Lucía Carlos,Hernández Sánchez,21,"1,6",10%,"4,3",20%,"0,3",30%,"1,7",20%,"0,9",20%
31194718274,Valentina,González Rodríguez,25,"2,6",10%,"3,6",20%,"2,9",30%,"1,3",20%,"3,1",20%
72560869054,Pedro,Martínez Gómez,25,"4,6",10%,"4,6",20%,"1,4",30%,"0,8",20%,"4,5",20%
70161100540,Carlos Sofía,López Gómez,21,"1,3",10%,"4,1",20%,"0,4",30%,"1,6",20%,"2,6",20%
89151967181,Diego Lucía,García González,25,"3,5",10%,"0,4",20%,5,30%,"2,4",20%,"3,8",20%
51010463516,Carlos,Pérez García,18,"2,1",10%,"4,5",20%,1,30%,"0,4",20%,2,20%
24035416822,Lucía Pedro,García Gómez,18,"0,7",10%,5,20%,4,30%,"2,5",20%,"1,5",20%
27310303022,Carlos Juan,Fernández Martínez,21,"3,3",10%,5,20%,"3,5",30%,5,20%,2,20%
18551102427,Valentina Luis,Fernández López,24,"1,5",10%,"3,9",20%,"3,3",30%,"3,9",20%,"4,2",20%
32254313854,Valentina Luis,García Fernández,28,"2,6",10%,"4,6",20%,"3,2",30%,"2,6",20%,"1,1",20%
87749625784,Lucía Sofía,Pérez González,22,"4,6",10%,"1,4",20%,"3,3",30%,"0,7",20%,"4,9",20%
88514696571,Lucía Carlos,García Martínez,25,"0,8",10%,0,20%,"2,3",30%,"4,7",20%,"1,4",20%
21606276643,Carlos Sofía,Hernández González,22,"3,9",10%,"2,8",20%,1,30%,"2,4",20%,"4,5",20%
34575077981,María,Sánchez Martínez,25,"1,1",10%,"3,4",20%,"1,9",30%,"2,6",20%,"3,7",20%
29968132331,Ana,Martínez Fernández,26,"2,3",10%,"2,1",20%,"4,7",30%,"4,6",20%,0,20%
48005277237,Luis,García Martínez,23,"2,5",10%,"3,7",20%,"1,5",30%,"2,5",20%,"1,1",20%
78363441541,Valentina,Pérez Sánchez,24,"1,4",10%,"4,7",20%,"2,5",30%,"3,9",20%,"3,4",20%
89213244871,Lucía Juan,Sánchez Pérez,21,"4,6",10%,"0,1",20%,"0,9",30%,"2,7",20%,"1,6",20%
50255508667,Ana Valentina,García Hernández,25,"0,2",10%,"2,5",20%,"1,9",30%,"1,3",20%,"3,4",20%
82830292621,Diego María,Martínez González,25,"0,4",10%,"4,7",20%,"1,8",30%,"2,8",20%,"2,6",20%
49999297959,Valentina,Rodríguez Pérez,23,"3,7",10%,2,20%,"3,7",30%,"3,7",20%,"1,1",20%
68429099179,Carlos Lucía,González García,18,"1,9",10%,3,20%,"3,1",30%,1,20%,"0,5",20%
50701202442,María Valentina,Pérez García,18,"0,8",10%,"4,5",20%,"0,2",30%,"4,8",20%,"1,5",20%
48566874676,Sofía,González González,21,"0,3",10%,"3,1",20%,"2,4",30%,"1,9",20%,"3,3",20%
45560289654,Valentina,Sánchez Gómez,22,"2,5",10%,3,20%,"4,6",30%,5,20%,"0,2",20%
08585339568,María,López Fernández,21,"2,6",10%,2,20%,"2,8",30%,"4,3",20%,0,20%
58462259235,Luis,Pérez Rodríguez,27,"4,5",10%,"0,5",20%,"1,7",30%,"0,5",20%,"1,6",20%
12366550489,Luis María,Pérez López,21,"0,7",10%,"4,4",20%,"0,1",30%,"0,8",20%,"4,3",20%
32764129281,Ana,Rodríguez González,22,"4,8",10%,"3,4",20%,"3,6",30%,"4,3",20%,"4,3",20%
78817264416,Carlos María,Martínez López,25,2,10%,"0,3",20%,"4,8",30%,"1,6",20%,"4,3",20%
43760293694,Ana,Hernández Pérez,20,"3,7",10%,"2,8",20%,"1,1",30%,"2,7",20%,"1,8",20%
09498943231,Valentina,González Sánchez,20,"0,8",10%,"1,3",20%,"4,3",30%,"0,1",20%,"4,3",20%
39716212245,Pedro,Martínez González,19,"3,2",10%,"4,6",20%,"2,5",30%,2,20%,"4,7",20%
42030338443,Luis,López García,23,"1,1",10%,0,20%,"3,3",30%,4,20%,"3,5",20%
30571495747,Lucía Sofía,García Martínez,18,"1,9",10%,"1,1",20%,"0,6",30%,"0,4",20%,"1,9",20%
55299507664,Ana,Rodríguez Gómez,26,"4,5",10%,"2,3",20%,"4,3",30%,"3,1",20%,"4,7",20%
08782704422,María Juan,Hernández Martínez,24,"2,7",10%,3,20%,"4,5",30%,"3,4",20%,"2,2",20%
65838626586,Luis,Hernández González,24,"4,6",10%,"0,4",20%,"2,7",30%,"4,5",20%,"3,1",20%
53660608647,Pedro,Sánchez Sánchez,20,"1,6",10%,"1,4",20%,"2,1",30%,"0,2",20%,"4,9",20%
86710880213,Diego Luis,Rodríguez Hernández,28,"2,8",10%,2,20%,"2,5",30%,"3,7",20%,"1,3",20%
38544930432,Sofía,Pérez López,18,"4,5",10%,"1,1",20%,"2,8",30%,"2,2",20%,"0,7",20%
76228659227,Juan Pedro,López García,25,"2,9",10%,"2,8",20%,"2,2",30%,1,20%,"1,8",20%
51405962150,Juan,Hernández Gómez,27,"4,4",10%,"4,5",20%,"3,5",30%,2,20%,"2,3",20%
85708126671,Sofía,López Rodríguez,18,"1,8",10%,"0,3",20%,"3,9",30%,"0,8",20%,4,20%
95780709880,Luis,Sánchez González,26,"2,6",10%,"2,3",20%,"4,7",30%,"1,5",20%,"1,6",20%
72773939442,Pedro Valentina,Martínez Hernández,23,"1,7",10%,"3,6",20%,"1,8",30%,"3,7",20%,"4,3",20%
89313768916,Juan Juan,López Hernández,25,"4,7",10%,"3,8",20%,"1,5",30%,0,20%,"0,5",20%
86345549171,Ana,Pérez López,21,"2,3",10%,"3,8",20%,"3,4",30%,"0,1",20%,"2,8",20%
90775593130,Carlos,Hernández González,26,"0,4",10%,"0,3",20%,"2,2",30%,"0,5",20%,"0,3",20%
65243488131,Valentina Luis,Sánchez González,25,"3,6",10%,"3,8",20%,"1,4",30%,2,20%,"0,4",20%
77371753061,Carlos Juan,Gómez Sánchez,23,"4,7",10%,"4,7",20%,"0,3",30%,1,20%,"3,7",20%
16581285366,Juan María,Fernández Hernández,26,3,10%,"0,6",20%,"2,9",30%,3,20%,"4,7",20%
43859196866,Carlos Valentina,Pérez Rodríguez,23,"4,8",10%,4,20%,"4,5",30%,"4,3",20%,"1,5",20%
20524609188,Diego Sofía,López Fernández,19,"2,8",10%,"2,5",20%,"3,4",30%,"0,9",20%,"4,9",20%
93656448769,Diego Ana,González Pérez,26,"4,5",10%,"0,4",20%,"3,7",30%,"0,6",20%,"4,5",20%
15105385715,Carlos,Rodríguez Gómez,21,"0,9",10%,"1,8",20%,"4,9",30%,"0,7",20%,"0,7",20%
19908131152,Carlos,Gómez Martínez,26,"1,6",10%,"2,2",20%,"4,4",30%,"1,1",20%,"0,4",20%
22676475740,Valentina,Martínez Rodríguez,20,"0,5",10%,"2,6",20%,"1,3",30%,"1,7",20%,"3,8",20%
85692080671,Ana,Martínez López,27,"3,7",10%,"0,7",20%,"0,4",30%,"4,8",20%,"3,7",20%
80169628026,Luis,Fernández Hernández,21,"0,9",10%,"4,3",20%,"3,1",30%,5,20%,"0,1",20%
17576926932,Pedro Valentina,Hernández Rodríguez,19,"3,5",10%,"1,8",20%,"2,5",30%,"4,9",20%,4,20%
69127808097,María,Fernández González,18,"3,7",10%,"3,3",20%,"3,1",30%,"0,9",20%,"1,3",20%
02717444970,María,González Gómez,18,"0,3",10%,"3,6",20%,"1,3",30%,"1,5",20%,"3,5",20%
97038024402,Juan Luis,González Sánchez,26,"1,8",10%,"3,1",20%,5,30%,3,20%,"4,8",20%
44807879039,María Ana,Fernández González,23,"0,8",10%,4,20%,"2,4",30%,"4,5",20%,4,20%
95807436311,Luis Carlos,Hernández Gómez,27,"2,8",10%,"0,2",20%,"0,1",30%,"4,7",20%,"2,4",20%
22323116029,María,Martínez González,21,"0,2",10%,"3,3",20%,"4,9",30%,"4,4",20%,"3,1",20%
42012308344,Diego Luis,Fernández Hernández,24,"2,1",10%,2,20%,"4,8",30%,"3,5",20%,"3,6",20%
56447020055,Valentina Sofía,Rodríguez Fernández,21,"2,9",10%,"4,5",20%,"3,2",30%,"1,9",20%,1,20%
37235360932,Luis Diego,Fernández López,19,"2,6",10%,"1,2",20%,"2,2",30%,"1,1",20%,"2,2",20%
34364309306,Lucía,Gómez Sánchez,23,"1,3",10%,"4,1",20%,"2,2",30%,"2,4",20%,"2,5",20%
73664759402,Luis Valentina,Sánchez Martínez,20,"0,1",10%,"2,2",20%,"3,8",30%,"2,9",20%,"1,2",20%
41226994940,María,García López,24,"4,5",10%,"0,4",20%,1,30%,"3,8",20%,"3,5",20%
53371787000,María Luis,Sánchez López,24,"1,1",10%,"0,3",20%,"4,8",30%,"4,3",20%,"4,1",20%
95124534630,Diego Sofía,López García,20,"0,1",10%,"4,5",20%,"1,8",30%,5,20%,"4,5",20%
23657198819,Lucía Lucía,Gómez Martínez,18,"2,3",10%,"0,7",20%,"4,1",30%,"4,6",20%,"1,1",20%
39967003362,Sofía Pedro,Pérez Gómez,27,5,10%,"4,1",20%,0,30%,"1,8",20%,"3,1",20%
06834889880,Luis Carlos,Fernández Fernández,22,"3,9",10%,"1,3",20%,"3,3",30%,"0,4",20%,"2,7",20%
25745435313,María Valentina,García Rodríguez,27,5,10%,"3,8",20%,"2,9",30%,"4,5",20%,"1,2",20%
65630196745,María,Pérez Pérez,18,"1,9",10%,"2,6",20%,"0,4",30%,3,20%,"0,7",20%
38419126991,Luis,Gómez Rodríguez,19,"2,7",10%,4,20%,"4,2",30%,"4,4",20%,4,20%
27424390531,Pedro María,Gómez Rodríguez,26,"4,5",10%,"4,4",20%,"3,3",30%,"1,5",20%,"1,9",20%
87812135365,Sofía Luis,González González,19,"2,9",10%,"3,3",20%,"4,9",30%,"0,2",20%,"2,7",20%
87854001043,Sofía Valentina,Martínez Sánchez,28,"3,6",10%,"0,1",20%,"3,6",30%,"3,3",20%,"0,6",20%
03269374900,María,Martínez Gómez,25,"2,7",10%,"4,9",20%,"1,6",30%,"3,1",20%,"0,6",20%
45582366348,Pedro,López Martínez,23,"2,9",10%,"1,1",20%,4,30%,"2,4",20%,"2,5",20%
68518598129,María,Pérez López,28,"3,2",10%,"0,4",20%,"3,3",30%,"1,3",20%,"2,3",20%
51525441979,Valentina,García Sánchez,20,"0,5",10%,"0,6",20%,"1,6",30%,"3,7",20%,"3,7",20%
88689141460,Diego Ana,López Martínez,22,"4,2",10%,"3,7",20%,"1,8",30%,"4,8",20%,"2,5",20%
90285103571,María,Hernández Fernández,19,"1,4",10%,"3,2",20%,"0,5",30%,"2,4",20%,"2,1",20%
18313890251,Sofía Luis,Fernández González,26,"3,7",10%,"1,4",20%,"0,5",30%,2,20%,"0,1",20%
53586815292,Diego Lucía,Fernández Martínez,25,"4,5",10%,"4,4",20%,"0,1",30%,"2,3",20%,"0,8",20%
73267825974,Sofía Juan,Gómez Pérez,20,"0,5",10%,"1,8",20%,"2,9",30%,"0,3",20%,"2,5",20%
35723635967,Luis,García Sánchez,27,3,10%,"0,2",20%,"1,8",30%,"1,2",20%,"2,8",20%
03014459452,Lucía,García López,26,"2,2",10%,"0,7",20%,"0,5",30%,"0,1",20%,2,20%
39302467040,Sofía María,Rodríguez Gómez,20,"2,5",10%,"1,4",20%,"4,6",30%,"0,6",20%,"4,7",20%
16862642144,Ana María,Gómez Sánchez,25,"4,9",10%,"0,4",20%,"3,4",30%,"2,4",20%,3,20%
24385451707,Valentina,Hernández Pérez,24,"2,4",10%,"2,2",20%,"4,4",30%,"3,8",20%,"4,2",20%
49248223463,Carlos Ana,Gómez Martínez,26,"3,5",10%,"2,7",20%,"3,2",30%,"3,5",20%,"3,1",20%
66325034586,Valentina,Fernández López,26,"3,9",10%,"0,3",20%,"2,7",30%,"3,7",20%,"1,9",20%
69759149515,Sofía Luis,Hernández Fernández,19,"1,2",10%,"2,5",20%,"2,5",30%,"3,1",20%,0,20%
01763039503,Lucía Pedro,González Sánchez,21,"2,9",10%,"1,1",20%,"4,4",30%,"0,6",20%,"2,6",20%
92848401148,Carlos,Rodríguez Hernández,28,"0,8",10%,"1,6",20%,4,30%,"2,7",20%,"3,4",20%
22593756414,Valentina,Hernández González,22,"3,9",10%,"0,9",20%,2,30%,"4,6",20%,4,20%
35407560898,María Juan,Sánchez Hernández,28,"0,7",10%,"4,4",20%,"3,6",30%,"4,8",20%,"1,6",20%
45896786221,Valentina,López Sánchez,25,"3,9",10%,"4,9",20%,"1,2",30%,"0,4",20%,"1,1",20%
04084192029,Ana Juan,Pérez González,21,0,10%,"0,2",20%,"0,8",30%,"3,8",20%,"3,5",20%
28339993586,Ana,Hernández García,27,"3,7",10%,"1,2",20%,"1,7",30%,"4,5",20%,"1,7",20%
38138560638,Lucía Lucía,Martínez Sánchez,21,"1,3",10%,"2,8",20%,"4,7",30%,3,20%,"1,8",20%
80331549483,Luis Valentina,Fernández Hernández,27,"3,4",10%,"0,9",20%,"1,8",30%,"4,7",20%,"0,6",20%
31615338729,Sofía María,García López,24,"4,9",10%,"3,1",20%,"3,9",30%,"0,3",20%,"4,7",20%
49052914893,Diego María,Pérez Martínez,21,"2,9",10%,"0,3",20%,"1,3",30%,"2,3",20%,"3,5",20%
35495089381,Luis Juan,López Gómez,23,"0,8",10%,"4,4",20%,"1,1",30%,"0,9",20%,"3,2",20%
49851976892,Pedro,Martínez Fernández,20,"2,2",10%,"1,9",20%,"1,3",30%,"3,7",20%,"0,8",20%
62395800630,Valentina Valentina,Rodríguez González,24,"1,5",10%,2,20%,"2,4",30%,"0,8",20%,"1,8",20%
69712799000,Sofía Pedro,Gómez Pérez,23,"0,2",10%,"3,7",20%,"1,1",30%,"2,5",20%,"0,5",20%
95347035475,Valentina Valentina,Gómez Fernández,23,"4,4",10%,"3,7",20%,"4,5",30%,"4,2",20%,"3,4",20%
86964955410,Juan Sofía,Sánchez García,23,"1,1",10%,"4,2",20%,"4,7",30%,"1,1",20%,"3,3",20%
22517663471,Juan Diego,López Sánchez,27,"0,9",10%,"4,2",20%,0,30%,"3,6",20%,"0,9",20%
08880044892,Lucía Ana,Gómez Fernández,28,"0,4",10%,0,20%,"3,3",30%,"3,2",20%,"2,4",20%
43687752249,María Valentina,García Rodríguez,25,"2,4",10%,"4,3",20%,"3,4",30%,"2,8",20%,"1,7",20%
98167411095,Ana Sofía,López Sánchez,23,"0,3",10%,"2,1",20%,"4,6",30%,"1,8",20%,"0,2",20%
90290407555,Juan,López López,24,"3,3",10%,"4,9",20%,"3,3",30%,"2,2",20%,"2,8",20%
28606645730,Lucía,Hernández Fernández,27,"0,8",10%,"4,8",20%,"0,7",30%,"0,2",20%,"0,7",20%
47542349721,Ana Lucía,Hernández Pérez,27,"2,8",10%,2,20%,"2,7",30%,"2,1",20%,"0,6",20%
60796483843,María Diego,Sánchez Fernández,28,3,10%,"4,1",20%,"2,8",30%,"4,1",20%,"4,8",20%
35048864815,Diego,González Fernández,26,0,10%,"3,7",20%,"3,3",30%,"3,9",20%,"3,4",20%
39545873931,Carlos Luis,García López,25,"2,4",10%,"1,9",20%,"2,3",30%,"3,7",20%,4,20%
28919608817,Juan Ana,Pérez Fernández,20,"2,4",10%,"1,4",20%,"0,6",30%,"1,9",20%,"3,8",20%
30311659528,Juan Sofía,González García,24,"3,1",10%,"2,2",20%,"0,5",30%,"2,9",20%,"3,3",20%
76286574015,Luis Sofía,Pérez López,27,1,10%,"2,1",20%,1,30%,"3,8",20%,"0,2",20%
01156500440,Sofía Juan,Hernández González,21,"0,8",10%,"4,2",20%,"3,8",30%,"1,2",20%,"2,2",20%
20817983117,Luis,López García,21,"0,5",10%,"4,2",20%,"1,6",30%,"2,2",20%,"1,1",20%
63507421723,Lucía,Pérez Pérez,23,"3,3",10%,"4,8",20%,"4,3",30%,"0,4",20%,"3,3",20%
85508591214,Lucía Lucía,Fernández López,27,"4,7",10%,"4,8",20%,2,30%,"0,8",20%,"3,2",20%
58693862957,Ana,Rodríguez Sánchez,20,"4,3",10%,"4,5",20%,"3,9",30%,0,20%,"0,3",20%
64583546677,María María,Fernández Rodríguez,23,0,10%,1,20%,"4,6",30%,"0,3",20%,"4,1",20%
41903984349,Sofía Valentina,Gómez Sánchez,23,"2,6",10%,"4,5",20%,"0,2",30%,"4,7",20%,"3,4",20%
71402229607,Valentina Sofía,García Rodríguez,24,"3,9",10%,"0,6",20%,"1,3",30%,"2,4",20%,"1,8",20%
47147042692,Sofía Ana,Fernández Rodríguez,26,"4,1",10%,"1,3",20%,"4,9",30%,"3,8",20%,"1,8",20%
97786414069,Juan,Sánchez Hernández,24,"3,5",10%,4,20%,"0,2",30%,"1,7",20%,5,20%
88933912825,Juan,González García,19,"4,8",10%,0,20%,"2,7",30%,"1,9",20%,"3,4",20%
53446222049,Juan Valentina,Hernández Gómez,25,"4,3",10%,"2,2",20%,"3,9",30%,"3,9",20%,"0,6",20%
30345957097,Lucía Pedro,Hernández González,26,"2,9",10%,"1,9",20%,"3,8",30%,5,20%,"3,3",20%
02036303430,Pedro,Gómez Hernández,24,"2,3",10%,4,20%,"1,7",30%,"3,5",20%,"4,8",20%
03270714824,Juan,López Hernández,19,"0,6",10%,"2,4",20%,"0,2",30%,"0,9",20%,"4,6",20%
83939289823,Lucía,Rodríguez Pérez,19,"3,5",10%,"1,3",20%,"2,9",30%,"1,6",20%,3,20%
01288979663,Carlos,Gómez González,23,"2,8",10%,"4,9",20%,"4,1",30%,"0,3",20%,"1,9",20%
90147860597,Diego Luis,Rodríguez Gómez,21,"3,2",10%,"0,8",20%,"2,4",30%,"4,6",20%,"4,3",20%
23394882941,Diego Juan,Fernández Pérez,18,"1,2",10%,"3,6",20%,"0,4",30%,"2,3",20%,"3,2",20%
64887054724,Carlos Pedro,Martínez López,24,"0,7",10%,"3,7",20%,0,30%,1,20%,"4,1",20%
89020882597,Valentina,López Rodríguez,25,"3,4",10%,"4,9",20%,4,30%,0,20%,"2,6",20%
69483071672,Ana Carlos,Fernández Pérez,22,"2,7",10%,"3,8",20%,"0,7",30%,"4,5",20%,"1,3",20%
24584239154,Juan,López Martínez,24,"2,5",10%,"1,2",20%,"1,5",30%,"1,2",20%,"2,1",20%
79967244921,Carlos,Gómez González,20,"4,7",10%,"0,6",20%,"0,3",30%,"2,4",20%,"1,7",20%
29732686260,Sofía Sofía,García Pérez,21,"4,5",10%,"0,8",20%,"1,5",30%,"2,3",20%,"0,8",20%
10845194059,María Pedro,Martínez Pérez,20,"3,6",10%,"1,8",20%,"4,5",30%,"4,4",20%,"3,6",20%
47517640511,Carlos,González Rodríguez,22,"3,2",10%,"2,8",20%,"2,3",30%,"2,1",20%,"1,4",20%
36595417714,Valentina,Fernández Hernández,27,"3,8",10%,"2,3",20%,"0,4",30%,4,20%,"2,5",20%
62262328282,Valentina,García García,19,"4,6",10%,5,20%,5,30%,"4,6",20%,"0,5",20%
63204173654,Pedro,Martínez García,28,"0,6",10%,"3,4",20%,"0,8",30%,"2,6",20%,"2,8",20%
48102698471,Lucía,Gómez López,28,"1,6",10%,"4,8",20%,"3,4",30%,"1,7",20%,2,20%
62828156851,Juan Carlos,Fernández Hernández,24,"0,8",10%,"4,6",20%,"4,7",30%,"1,4",20%,"1,9",20%
86582774403,Ana Sofía,Pérez Gómez,22,5,10%,"1,2",20%,"0,7",30%,"3,2",20%,"0,8",20%
12209627882,Luis Luis,Rodríguez García,26,"3,3",10%,"1,5",20%,"3,7",30%,"1,5",20%,"0,3",20%
61715567546,Valentina Diego,Hernández Sánchez,19,0,10%,"4,4",20%,"0,8",30%,"4,3",20%,"4,1",20%
